piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
19AQMM23F2560,Department of State,ACADEMI TRAINING CENTER LLC,3749665,OTHER MANAGEMENT CONSULTING SERVICES UNRESTRICTED WITHIN THE GASS IDIQ,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1900&PIID=19AQMM23F2560&modNumber=P00006&idvAgencyID=&idvPIID=19AQMM19D0148&contractType=AWARD,3/28/2025,2283125,1900,19AQMM23F2560,P00006,1900,19AQMM19D0148,0,03/11/2025,09/11/2023,09/10/2025,09/10/2028,08/08/2023,0.0,1466540.27,0.0,1604187.52,0.0,3749665.12,ZYJEDE2NLAA9,ACADEMI TRAINING CENTER LLC,,1GTH7,850 PUDDIN RIDGE,,MOYOCK,NC,279588679,USA,UNITED STATES,(703) 673-5050,,NORTH CAROLINA 03,U099,EDUCATION/TRAINING- OTHER,541618.0,OTHER MANAGEMENT CONSULTING SERVICES,,,KEN,,KENYA,,279588679,,,2025-04-04-0017
24322623P0033,Office of Personnel Management,ROMAN MEDIAWORKS LLC,152812,Office of Small and Disadvantaged Business Utilization Virtual Events Manager,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2400&PIID=24322623P0033&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,78270,2400,24322623P0033,P00002,,,,03/26/2025,09/29/2023,09/28/2027,09/28/2027,09/25/2023,0.0,74542.0,0.0,74542.0,0.0,152812.0,C2MSK7HZGZ93,ROMAN MEDIAWORKS LLC,,86BD2,4400 MACARTHUR BLVD NW,STE 100,WASHINGTON,DC,200072521,USA,UNITED STATES,(202) 494-3060,,DISTRICT OF COLUMBIA 98,R699,SUPPORT- ADMINISTRATIVE: OTHER,561499.0,ALL OTHER BUSINESS SUPPORT SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20007,2521.0,,2025-04-04-0017
140D0424F0451,Department of the Interior,KEARNS & WEST INC,78645,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0451&modNumber=P00002&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,3/27/2025,58027,1406,140D0424F0451,P00002,1406,140D0423D0077,0,03/05/2025,03/19/2024,03/12/2025,03/12/2025,,0.0,20617.66,0.0,20617.66,0.0,20617.66,CNGPPDCQL1J5,KEARNS & WEST INC,,1DJH6,233 SANSOME ST,# 400,SAN FRANCISCO,CA,941042305,USA,UNITED STATES,(202) 412-4635,(202) 412-4635,CALIFORNIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,541990.0,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",CA,,USA,SAN FRANCISCO,SAN FRANCISCO,,94104,2305.0,,2025-04-04-0017
140S0124F0013,Department of the Interior,CARAHSOFT TECHNOLOGY CORP,58247,MICROSOFT UNIFIED SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1438&PIID=140S0124F0013&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC03B&contractType=AWARD,3/27/2025,0,1438,140S0124F0013,P00001,8000,NNG15SC03B,54,03/12/2025,09/23/2024,09/30/2025,09/30/2025,,0.0,58246.7,0.0,58246.7,0.0,58246.7,DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORPORATION,,1P3C5,11493 SUNSET HILLS RD,,RESTON,VA,201905230,USA,UNITED STATES,(703) 871-8500,(703) 871-8505,VIRGINIA 11,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,334111.0,ELECTRONIC COMPUTER MANUFACTURING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20240,1.0,,2025-04-04-0017
693JF724F00007N,Department of Transportation,"HRWORX, LLC",57821,BLOOMBERG (BGOV) LEGISLATIVE MONITORING AND TRACKING ONLINE SERVICES.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6938&PIID=693JF724F00007N&modNumber=P00007&idvAgencyID=&idvPIID=693JK420D600002&contractType=AWARD,3/27/2025,0,6938,693JF724F00007N,P00007,6901,693JK420D600002,0,03/21/2025,11/09/2023,02/28/2025,03/22/2025,,-15679.58,57820.63,-15679.58,57820.63,-15679.58,57820.63,ZD7ZTDMLKWR1,"HRWORX, LLC",,3E6R9,21400 RIDGETOP CIR STE 210,,STERLING,VA,201666511,USA,UNITED STATES,(703) 260-6339,(703) 318-8740,VIRGINIA 01,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),518210.0,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",VA,,USA,ARLINGTON,ARLINGTON,,22202,4506.0,,2025-04-04-0017
692M1525F00016,Department of Transportation,"KUSI GLOBAL, INC",16634,AIT EPMS MANAGERS MEETING AND TRAINING SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=692M1525F00016&modNumber=P00001&idvAgencyID=&idvPIID=692M1522D00002&contractType=AWARD,3/27/2025,16634,6920,692M1525F00016,P00001,6920,692M1522D00002,0,03/18/2025,12/19/2024,03/30/2025,03/30/2025,,-16634.46,0.0,-16634.46,0.0,0.0,16634.46,VETZAX44KWS8,"KUSI GLOBAL, INC.",,7K7F7,4301 50TH ST NW STE 300,,WASHINGTON,DC,200164395,USA,UNITED STATES,(301) 915-4967,,DISTRICT OF COLUMBIA 98,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20016,4395.0,,2025-04-04-0017
69319522F30073N,Department of Transportation,CARAHSOFT TECHNOLOGY CORP,158250,LINKEDIN LEARNING TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319522F30073N&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SC03B&contractType=AWARD,3/27/2025,0,6955,69319522F30073N,P00004,8000,NNG15SC03B,54,03/20/2025,09/20/2022,09/28/2025,09/28/2025,,0.0,158250.0,0.0,158250.0,0.0,158250.0,DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORPORATION,,1P3C5,11493 SUNSET HILLS RD,,RESTON,VA,201905230,USA,UNITED STATES,(703) 871-8500,(703) 871-8505,VIRGINIA 11,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,334111.0,ELECTRONIC COMPUTER MANUFACTURING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JJ321F000339,Department of Transportation,"SYNOVIX, INC",1080118,INSTRUCTOR-LED TRAINING (ILT) DELIVERY OF NATIONAL ENVIRONMENTAL POLICY ACT (NEPA)-RELATED NATIONAL HIGHWAY INSTITUTE (NHI) COURSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ321F000339&modNumber=P00010&idvAgencyID=&idvPIID=47QREB19D0025&contractType=AWARD,3/27/2025,252946,6925,693JJ321F000339,P00010,4732,47QREB19D0025,PA0009,03/14/2025,09/30/2021,03/29/2025,03/29/2025,07/28/2021,0.0,827172.41,0.0,835426.35,0.0,1080118.46,HNETQXJ3WAL7,WHITESPACE INNOVATIONS INC,,79MX9,4900 CORPORATE DR NW,STE A,HUNTSVILLE,AL,358056214,USA,UNITED STATES,(256) 890-2694,,ALABAMA 05,U009,EDUCATION/TRAINING- GENERAL,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,AL,,USA,MADISON,HUNTSVILLE,,35805,6214.0,,2025-04-04-0017
693JJ321F000340,Department of Transportation,"SYNOVIX, INC",361016,INSTRUCTOR-LED TRAINING (ILT) DELIVERY OF ENVIRONMENTAL JUSTICE (EJ) NATIONAL HIGHWAY INSTITUTE (NHI) COURSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ321F000340&modNumber=P00006&idvAgencyID=&idvPIID=47QREB19D0025&contractType=AWARD,3/27/2025,200362,6925,693JJ321F000340,P00006,4732,47QREB19D0025,PA0009,03/14/2025,09/30/2021,03/29/2025,03/29/2025,07/28/2021,0.0,160654.48,0.0,195848.4,0.0,361016.05,HNETQXJ3WAL7,WHITESPACE INNOVATIONS INC,,79MX9,4900 CORPORATE DR NW,STE A,HUNTSVILLE,AL,358056214,USA,UNITED STATES,(256) 890-2694,,ALABAMA 05,U009,EDUCATION/TRAINING- GENERAL,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,AL,,USA,MADISON,HUNTSVILLE,,35805,6214.0,,2025-04-04-0017
693JJ321F000341,Department of Transportation,"SYNOVIX, INC",387482,INSTRUCTOR-LED TRAINING (ILT) DELIVERY OF PLANNING AND ENVIRONMENT LINKAGES (PEL)-RELATED NATIONAL HIGHWAY INSTITUTE (NHI) COURSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ321F000341&modNumber=P00006&idvAgencyID=&idvPIID=47QREB19D0025&contractType=AWARD,3/27/2025,194298,6925,693JJ321F000341,P00006,4732,47QREB19D0025,PA0009,03/14/2025,09/30/2021,03/29/2025,03/29/2025,07/29/2021,0.0,193183.42,0.0,258167.77,0.0,387481.63,HNETQXJ3WAL7,WHITESPACE INNOVATIONS INC,,79MX9,4900 CORPORATE DR NW,STE A,HUNTSVILLE,AL,358056214,USA,UNITED STATES,(256) 890-2694,,ALABAMA 05,U009,EDUCATION/TRAINING- GENERAL,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,AL,,USA,MADISON,HUNTSVILLE,,35805,6214.0,,2025-04-04-0017
693JJ321F000342,Department of Transportation,METCOR LTD,378860,INSTRUCTOR-LED TRAINING (ILT) DELIVERY OF PUBLIC INVOLVEMENT-RELATED NATIONAL HIGHWAY INSTITUTE (NHI) COURSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ321F000342&modNumber=P00006&idvAgencyID=&idvPIID=47QREB19D0010&contractType=AWARD,3/27/2025,202048,6925,693JJ321F000342,P00006,4732,47QREB19D0010,PA0007,03/14/2025,09/30/2021,03/30/2025,03/30/2025,07/28/2021,0.0,176812.46,0.0,190419.13,0.0,378860.47,DM65Q664LJ19,METCOR LTD,,6HTR0,1501 M ST NW,STE 340,WASHINGTON,DC,200051728,USA,UNITED STATES,(202) 638-2788,(202) 638-2780,DISTRICT OF COLUMBIA 98,U009,EDUCATION/TRAINING- GENERAL,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,1217.0,,2025-04-04-0017
693JJ323F00412N,Department of Transportation,"NEW TECH SOLUTIONS, INC",240681,"RECRUITING TOOL LINKED IN OR EQUAL TO SUPPORT FINDING CANDIDATES, INTERACTING WITH CANDIDATES AND ETC. BASED ON A VARIETY OF FILTERS.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00412N&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SC82B&contractType=AWARD,3/27/2025,0,6925,693JJ323F00412N,P00002,8000,NNG15SC82B,0,03/20/2025,09/26/2023,03/20/2025,09/25/2025,,0.0,240680.5,0.0,240680.5,0.0,240680.5,XK11LLUL61A7,"NEW TECH SOLUTIONS, INC.",,1QN24,4179 BUSINESS CENTER DR,,FREMONT,CA,945386355,USA,UNITED STATES,(510) 353-4070,(510) 353-4076,CALIFORNIA 17,DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",541519.0,OTHER COMPUTER RELATED SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JJ423F00030N,Department of Transportation,CARAHSOFT TECHNOLOGY CORP,115575,LINKEDIN LEARNING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ423F00030N&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SC03B&contractType=AWARD,3/27/2025,40423,6953,693JJ423F00030N,P00002,8000,NNG15SC03B,54,02/20/2025,06/02/2023,02/20/2025,02/20/2025,05/24/2023,0.0,75152.5,0.0,75152.5,0.0,115575.0,DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORPORATION,,1P3C5,11493 SUNSET HILLS RD,,RESTON,VA,201905230,USA,UNITED STATES,(703) 871-8500,(703) 871-8505,VIRGINIA 11,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),334111.0,ELECTRONIC COMPUTER MANUFACTURING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JJ423P000010,Department of Transportation,STRYDER CORP,397200,HANDSHAKE PREMIUM SERVICES TO RECRUIT UNIVERSITY STUDENTS AND EARLY ALUMNI TALENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ423P000010&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,145200,6953,693JJ423P000010,P00002,,,,02/26/2025,07/17/2023,02/26/2025,02/26/2025,06/16/2023,0.0,252000.0,0.0,252000.0,0.0,397200.0,KQSNMULKVC73,STRYDER CORP,,83KM1,225 BUSH ST FL 12,,SAN FRANCISCO,CA,941044254,USA,UNITED STATES,(415) 981-8400,,CALIFORNIA 11,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541511.0,CUSTOM COMPUTER PROGRAMMING SERVICES,CA,,USA,SAN FRANCISCO,SAN FRANCISCO,,94104,4254.0,,2025-04-04-0017
693JJ922P000024,Department of Transportation,CARAHSOFT TECHNOLOGY CORP,113044,LINKEDIN LEARNING PRO to PROVIDE HIGH QUALITY LEARNING CONTENT.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ922P000024&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,0,6940,693JJ922P000024,P00003,,,,02/11/2025,03/29/2022,03/28/2025,03/28/2025,,0.0,113043.84,0.0,113043.84,0.0,113043.84,DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORP.,,1P3C5,11493 SUNSET HILLS RD,,RESTON,VA,201905230,USA,UNITED STATES,(703) 871-8500,(703) 871-8505,VIRGINIA 11,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),423430.0,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JJ325P000012,Department of Transportation,AMERICAN UNIVERSITY,41584,KEY EXECUTIVE AND ASPIRING LEADERS PROGRAM (SPRING COHORT),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ325P000012&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,0,6925,693JJ325P000012,P00001,,,,03/19/2025,02/01/2025,03/03/2025,03/03/2025,,0.0,41584.0,0.0,41584.0,0.0,41584.0,H4VNDUN2VWU5,AMERICAN UNIVERSITY,,4B291,4400 MASSACHUSETTS AVE NW,,WASHINGTON,DC,200168003,USA,UNITED STATES,(202) 885-2843,,DISTRICT OF COLUMBIA 98,U009,EDUCATION/TRAINING- GENERAL,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20016,8002.0,,2025-04-04-0017
693JJ624F00018N,Department of Transportation,CARAHSOFT TECHNOLOGY CORP,77535,LINKEDIN LEARNING PROFESSIONAL DEVELOPMENT COURSES AND TRAINING VIDEOS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ624F00018N&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC27B&contractType=AWARD,3/27/2025,61293,6930,693JJ624F00018N,P00001,8000,NNG15SC27B,52,03/03/2025,04/01/2024,02/12/2025,02/12/2025,,0.0,16241.58,0.0,16241.58,0.0,77534.82,DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORPORATION,,1P3C5,11493 SUNSET HILLS RD,,RESTON,VA,201905230,USA,UNITED STATES,(703) 871-8500,(703) 871-8505,VIRGINIA 11,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541519.0,OTHER COMPUTER RELATED SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693KA925C00004,Department of Transportation,ICR-GOV LLC,2006026,LEADERSHIP AND MANAGEMENT DEVELOPMENT SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=693KA925C00004&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,1785215,6920,693KA925C00004,P00001,,,,03/14/2025,12/04/2024,12/08/2025,12/08/2025,01/04/2024,0.0,220811.36,0.0,220811.36,0.0,2006026.01,WSRCJCPEURB8,ICR-GOV LLC,,9KSK4,7925 JONES BRANCH DR STE 3175,,MC LEAN,VA,221025312,USA,UNITED STATES,(703) 942-5888,,VIRGINIA 11,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541690.0,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20011,1003.0,,2025-04-04-0017
697DCK24F00715,Department of Transportation,MICROTECHNOLOGIES LLC,1500851,PURCHASE OF BETTERUP GROUP LEAD,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=697DCK24F00715&modNumber=P00001&idvAgencyID=&idvPIID=697DCK22D00002&contractType=AWARD,3/27/2025,0,6920,697DCK24F00715,P00001,6920,697DCK22D00002,0,03/03/2025,07/25/2024,09/01/2025,09/01/2025,07/11/2024,0.0,1500851.0,0.0,1500851.0,0.0,1500851.0,CL69E7KATK59,MICROTECHNOLOGIES LLC,,3TSJ0,8330 BOONE BLVD STE 600,,VIENNA,VA,221822658,USA,UNITED STATES,(703) 891-1073,(703) 891-1074,VIRGINIA 22,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541512.0,COMPUTER SYSTEMS DESIGN SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20591,1.0,,2025-04-04-0017
697DCK24F00948,Department of Transportation,MICROTECHNOLOGIES LLC,206950,G-LEAD AND EXECUTIVE COACHING (BETTERUP) TO MANAGEMENT STAFF,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=697DCK24F00948&modNumber=P00001&idvAgencyID=&idvPIID=697DCK22D00002&contractType=AWARD,3/27/2025,0,6920,697DCK24F00948,P00001,6920,697DCK22D00002,0,02/26/2025,08/26/2024,02/27/2025,02/27/2025,,0.0,206950.0,0.0,206950.0,0.0,206950.0,CL69E7KATK59,MICROTECHNOLOGIES LLC,,3TSJ0,8330 BOONE BLVD STE 600,,VIENNA,VA,221822658,USA,UNITED STATES,(703) 891-1073,(703) 891-1074,VIRGINIA 22,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541512.0,COMPUTER SYSTEMS DESIGN SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20591,1.0,,2025-04-04-0017
693JK324P000054,Department of Transportation,"LRP PUBLICATIONS, INC",12200,"SUBSCRIPTION TO ""MANAGER ADVANTAGE""",BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK324P000054&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,0,6957,693JK324P000054,0,,,,09/24/2024,10/01/2024,09/30/2025,09/30/2025,,12200.0,,12200.0,,12200.0,,UCMPFP9EH2R5,"LRP PUBLICATIONS, INC.",,0EX75,360 HIATT DR,,PALM BEACH GARDENS,FL,334187106,USA,UNITED STATES,(215) 784-0941,(215) 784-9639,FLORIDA 21,7630,NEWSPAPERS AND PERIODICALS,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JK424C500020,Department of Transportation,STRYDER CORP,1590580,HANDSHAKE PREMIUM SERVICES AS PART OF ITS RECRUITMENT EFFORTS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C500020&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,1340580,6901,693JK424C500020,P00001,,,,03/25/2025,09/23/2024,03/24/2025,03/24/2025,07/28/2024,0.0,250000.0,0.0,250000.0,0.0,1590580.0,KQSNMULKVC73,STRYDER CORP,,83KM1,225 BUSH ST FL 12,,SAN FRANCISCO,CA,941044254,USA,UNITED STATES,(415) 981-8400,,CALIFORNIA 11,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,519290.0,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JJ423F00062N,Department of Transportation,OCT CONSULTING LLC,2977138,CONTRACTS CLOSEOUT SUPPORT SERVICES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ423F00062N&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D0035&contractType=AWARD,3/27/2025,1363718,6953,693JJ423F00062N,P00002,4732,47QRAA20D0035,PA0006,09/09/2024,09/29/2023,09/28/2025,09/28/2028,08/25/2023,812006.4,1613419.8,812006.4,1613419.8,0.0,2575071.0,GWMAY9613LM3,OCT CONSULTING LLC,,6UVP1,1640 BORO PL STE 551,,MC LEAN,VA,221023626,USA,UNITED STATES,(703) 731-9311,,VIRGINIA 11,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693JK323P00017,Department of Transportation,GETTYSBURG FOUNDATION,93400,LEADERSHIP EXPERIENCE TO SUPPORT LEADERSHIP DEVELOPMENT PROGRAM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK323P00017&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,37800,6957,693JK323P00017,P00004,,,,03/25/2025,04/26/2023,03/25/2025,05/23/2028,,0.0,55600.0,0.0,55600.0,0.0,93400.0,S896SRK7WRF6,GETTYSBURG FOUNDATION,,6ZP16,1195 BALTIMORE PIKE,,GETTYSBURG,PA,173257034,USA,UNITED STATES,(717) 339-2116,,PENNSYLVANIA 13,U009,EDUCATION/TRAINING- GENERAL,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,PA,,USA,ADAMS,GETTYSBURG,,17325,7034.0,,2025-04-04-0017
693JK422F60009N,Department of Transportation,GUIDEHOUSE INC,1945242,"EXECUTE PROCUREMENT MANAGEMENT REVIEW (PMR) PROGRAM TO NOT ONLY SUPPORT ACQUISITION COMPLIANCE ACROSS THE DEPARTMENT, BUT ALSO TO IMPROVE THE MATURITY OF THE PROCUREMENT FUNCTION ACROSS ITS OPERATING ADMINISTRATIONS (OAS).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422F60009N&modNumber=P00003&idvAgencyID=&idvPIID=693JJ318A000007&contractType=AWARD,3/27/2025,0,6901,693JK422F60009N,P00003,6925,693JJ318A000007,P00008,03/24/2025,09/24/2022,09/24/2025,09/28/2025,08/23/2022,0.0,1945242.0,0.0,1945242.0,0.0,1945242.0,N9NJK877QJK9,GUIDEHOUSE INC.,,1HLR9,1676 INTERNATIONAL DR STE 800,,MCLEAN,VA,221023600,USA,UNITED STATES,(703) 656-6880,,VIRGINIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20590,1.0,,2025-04-04-0017
693KA924P00086,Department of Transportation,MENTORCLIQ INC,54000,PROCURE A MENTORING SOFTWARE SOLUTION.,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=693KA924P00086&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,3/27/2025,36000,6920,693KA924P00086,0,,,,09/13/2024,09/13/2024,09/15/2025,09/15/2025,,18000.0,,18000.0,,54000.0,,MNH6QNE7S3U3,MENTORCLIQ INC,,7NYA5,445 N HIGH ST,FL 3,COLUMBUS,OH,432152071,USA,UNITED STATES,(916) 607-3216,,OHIO 15,R499,SUPPORT- PROFESSIONAL: OTHER,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20591,1.0,,2025-04-04-0017
693JK324F00019N,Department of Transportation,"PERSONALITY MATTERS, INC",26000,EXECUTIVE COACHING SERVICES,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK324F00019N&modNumber=P00001&idvAgencyID=&idvPIID=693JK422D500001&contractType=AWARD,3/27/2025,0,6957,693JK324F00019N,P00001,6901,693JK422D500001,0,09/12/2024,10/01/2024,09/26/2025,09/26/2025,,0.0,26000.0,0.0,26000.0,0.0,26000.0,WL6DNYJNNFC9,"PERSONALITY MATTERS, INC.",,6F0C5,1607 HARBIN RD SW,,ATLANTA,GA,303113737,USA,UNITED STATES,(678) 574-5070,(509) 351-2278,GEORGIA 05,R499,SUPPORT- PROFESSIONAL: OTHER,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,GA,,USA,FULTON,ATLANTA,,30311,3737.0,,2025-04-04-0017
